gid	species	contig_ct	vps-I_VIG_ct	vps-II_VIG_ct	rbm_genes
GCA_001895465	Vibrio parahaemolyticus	57	0	4	
GCA_001895505	Vibrio parahaemolyticus	33	0	4	
GCA_001895515	Vibrio parahaemolyticus	40	0	4	
GCA_001895525	Vibrio parahaemolyticus	43	0	4	
GCA_001895535	Vibrio parahaemolyticus	48	0	4	
GCA_001895585	Vibrio parahaemolyticus	59	0	4	
GCA_001895595	Vibrio parahaemolyticus	40	0	4	
GCA_001895615	Vibrio parahaemolyticus	25	0	4	
GCA_001895635	Vibrio parahaemolyticus	47	0	4	
GCA_001895665	Vibrio parahaemolyticus	44	0	4	
GCA_001895685	Vibrio parahaemolyticus	57	0	4	
GCA_001895695	Vibrio parahaemolyticus	46	0	4	
GCA_001895705	Vibrio parahaemolyticus	33	0	4	
GCA_001895745	Vibrio parahaemolyticus	58	0	4	
GCA_001901565	Vibrio parahaemolyticus	695	0	0	
GCA_001908435	Vibrio harveyi	5	0	4	
GCA_001909305	Vibrio diabolicus	46	0	4	
GCA_001913695	Vibrio parahaemolyticus	85	0	4	
GCA_001913735	Vibrio parahaemolyticus	89	0	4	
GCA_001913745	Vibrio parahaemolyticus	85	0	4	
GCA_001913775	Vibrio parahaemolyticus	46	0	4	
GCA_001913785	Vibrio parahaemolyticus	141	0	4	
GCA_001921805	Vibrio parahaemolyticus	67	0	4	
GCA_001939685	Vibrio ponticus	164	1	3	
GCA_001939725	Vibrio panuliri	47	2	3	rbmD,rbmEF
GCA_001939755	Vibrio panuliri	250	0	3	rbmEF,rbmD
GCA_001951115	Vibrio parahaemolyticus	2	0	4	
GCA_001952955	Vibrio fluvialis	2	0	4	
GCA_001969325	Vibrio campbellii	6	0	4	
GCA_001974565	Vibrio splendidus	114	0	0	
GCA_001974605	Vibrio lentus	40	0	0	
GCA_001975475	Vibrio parahaemolyticus	67	0	4	
GCA_001991055	Vibrio campbellii	2	0	4	
GCA_001995825	Vibrio kanaloae	2	0	0	
GCA_001996365	Vibrio parahaemolyticus	3	0	4	
GCA_001998785	Vibrio parahaemolyticus	64	0	4	
GCA_002002385	Vibrio parahaemolyticus	81	0	4	
GCA_002002405	Vibrio parahaemolyticus	59	0	4	
GCA_002013995	Vibrio parahaemolyticus	89	0	4	
GCA_002014005	Vibrio parahaemolyticus	122	0	4	
GCA_002014015	Vibrio parahaemolyticus	115	0	4	
GCA_002014055	Vibrio parahaemolyticus	190	0	4	
GCA_002018535	Vibrio parahaemolyticus	209	0	4	
GCA_002018555	Vibrio parahaemolyticus	80	0	4	
GCA_002018565	Vibrio parahaemolyticus	27	0	4	
GCA_002018615	Vibrio parahaemolyticus	130	3	4	
GCA_002018625	Vibrio parahaemolyticus	48	0	4	
GCA_002018635	Vibrio parahaemolyticus	25	0	4	
GCA_002018645	Vibrio parahaemolyticus	28	0	4	
GCA_002018695	Vibrio parahaemolyticus	24	0	4	
GCA_002018705	Vibrio parahaemolyticus	25	0	4	
GCA_002018725	Vibrio parahaemolyticus	30	0	4	
GCA_002018735	Vibrio parahaemolyticus	24	0	4	
GCA_002018775	Vibrio parahaemolyticus	22	0	4	
GCA_002021755	Vibrio owensii	2	0	4	
GCA_002026255	Vibrio harveyi	270	0	4	
GCA_002027615	Vibrio campbellii	90	0	4	
GCA_002072835	Vibrio parahaemolyticus	56	0	4	
GCA_002072845	Vibrio parahaemolyticus	102	0	4	
GCA_002072875	Vibrio parahaemolyticus	70	0	4	
GCA_002072885	Vibrio parahaemolyticus	44	0	4	
GCA_002072915	Vibrio parahaemolyticus	63	0	4	
GCA_002072925	Vibrio parahaemolyticus	71	0	4	
GCA_002072975	Vibrio parahaemolyticus	81	0	4	
GCA_002072985	Vibrio parahaemolyticus	56	0	4	
GCA_002073005	Vibrio parahaemolyticus	88	3	4	
GCA_002073025	Vibrio parahaemolyticus	55	0	4	
GCA_002073055	Vibrio vulnificus	145	0	4	
GCA_002073065	Vibrio vulnificus	163	0	4	
GCA_002073095	Vibrio vulnificus	143	0	4	
GCA_002073105	Vibrio vulnificus	144	2	4	
GCA_002073135	Vibrio vulnificus	137	0	4	
GCA_002073145	Vibrio vulnificus	181	2	4	
GCA_002073185	Vibrio vulnificus	190	2	4	
GCA_002073775	Vibrio parahaemolyticus	2	0	4	
GCA_002074875	Vibrio vulnificus	31	0	4	
GCA_002074885	Vibrio vulnificus	1696	0	4	
GCA_002078065	Vibrio campbellii	82	0	4	
GCA_002078155	Vibrio coralliirubri	82	0	0	
GCA_002105235	Vibrio harveyi	68	0	4	
GCA_002105475	Vibrio diabolicus	60	0	4	
GCA_002114195	Vibrio alginolyticus	39	3	4	
GCA_002114585	Vibrio parahaemolyticus	514	0	4	
GCA_002114595	Vibrio parahaemolyticus	514	0	4	
GCA_002114605	Vibrio parahaemolyticus	577	0	4	
GCA_002117205	Vibrio vulnificus	3	0	4	
GCA_002119505	Vibrio alginolyticus	3	0	4	
GCA_002119545	Vibrio alginolyticus	3	0	4	
GCA_002119565	Vibrio alginolyticus	4	0	4	
GCA_002119585	Vibrio alginolyticus	2	0	4	
GCA_002140055	Vibrio campbellii	6	0	4	
GCA_002142655	Vibrio campbellii	6	0	4	
GCA_002144515	Vibrio parahaemolyticus	66	0	4	
GCA_002144535	Vibrio parahaemolyticus	72	0	4	
GCA_002144555	Vibrio parahaemolyticus	30	0	4	
GCA_002144575	Vibrio parahaemolyticus	35	0	4	
GCA_002144585	Vibrio parahaemolyticus	40	0	4	
GCA_002144625	Vibrio parahaemolyticus	41	0	4	
GCA_002144645	Vibrio parahaemolyticus	404	3	4	
GCA_002149065	Vibrio alginolyticus	2	0	4	
GCA_002149085	Vibrio alginolyticus	3	0	4	
GCA_002149105	Vibrio alginolyticus	3	0	4	
GCA_002150155	Vibrio parahaemolyticus	74	0	4	
GCA_002150175	Vibrio parahaemolyticus	64	0	4	
GCA_002150185	Vibrio parahaemolyticus	91	0	4	
GCA_002150315	Vibrio parahaemolyticus	81	0	4	
GCA_002150335	Vibrio parahaemolyticus	73	0	4	
GCA_002150465	Vibrio parahaemolyticus	103	0	4	
GCA_002150885	Vibrio vulnificus	176	0	4	
GCA_002153875	Vibrio parahaemolyticus	220	0	4	
GCA_002153895	Vibrio parahaemolyticus	73	0	4	
GCA_002153925	Vibrio parahaemolyticus	198	0	4	
GCA_002153945	Vibrio parahaemolyticus	126	0	4	
GCA_002153975	Vibrio parahaemolyticus	169	0	4	
GCA_002154015	Vibrio parahaemolyticus	111	0	4	
GCA_002154055	Vibrio parahaemolyticus	121	0	4	
GCA_002156455	Vibrio coralliirubri	233	0	4	
GCA_002156475	Vibrio gigantis	96	0	0	
GCA_002163755	Vibrio campbellii	3	0	4	
GCA_002198055	Vibrio parahaemolyticus	70	0	4	
GCA_002198075	Vibrio parahaemolyticus	56	0	4	
GCA_002198135	Vibrio parahaemolyticus	65	0	4	
GCA_002198175	Vibrio parahaemolyticus	90	0	4	
GCA_002198185	Vibrio parahaemolyticus	37	0	4	
GCA_002198195	Vibrio parahaemolyticus	74	0	4	
GCA_002198215	Vibrio parahaemolyticus	73	0	4	
GCA_002198255	Vibrio parahaemolyticus	44	0	4	
GCA_002198275	Vibrio parahaemolyticus	56	0	4	
GCA_002198295	Vibrio parahaemolyticus	87	0	4	
GCA_002198305	Vibrio parahaemolyticus	56	0	4	
GCA_002198335	Vibrio parahaemolyticus	51	0	4	
GCA_002198355	Vibrio parahaemolyticus	51	0	4	
GCA_002198375	Vibrio parahaemolyticus	55	0	4	
GCA_002198395	Vibrio parahaemolyticus	180	0	4	
GCA_002198415	Vibrio parahaemolyticus	55	0	4	
GCA_002198435	Vibrio parahaemolyticus	86	0	4	
GCA_002198445	Vibrio parahaemolyticus	70	0	4	
GCA_002198475	Vibrio parahaemolyticus	61	0	4	
GCA_002198485	Vibrio parahaemolyticus	90	0	4	
GCA_002198515	Vibrio parahaemolyticus	86	0	4	
GCA_002198525	Vibrio parahaemolyticus	53	0	4	
GCA_002198555	Vibrio parahaemolyticus	58	0	4	
GCA_002198565	Vibrio parahaemolyticus	57	0	4	
GCA_002198575	Vibrio parahaemolyticus	56	0	4	
GCA_002198615	Vibrio parahaemolyticus	67	0	4	
GCA_002204915	Vibrio vulnificus	3	2	4	
GCA_002209595	Vibrio parahaemolyticus	115	2	4	
GCA_002209605	Vibrio parahaemolyticus	43	2	4	
GCA_002209625	Vibrio parahaemolyticus	34	2	4	
GCA_002209665	Vibrio parahaemolyticus	40	2	4	
GCA_002209675	Vibrio parahaemolyticus	34	2	4	
GCA_002209685	Vibrio parahaemolyticus	81	2	4	
GCA_002209725	Vibrio parahaemolyticus	2	2	4	
GCA_002209735	Vibrio parahaemolyticus	100	2	4	
GCA_002209765	Vibrio parahaemolyticus	79	2	4	
GCA_002209775	Vibrio parahaemolyticus	37	2	4	
GCA_002209785	Vibrio parahaemolyticus	46	2	4	
GCA_002210265	Vibrio parahaemolyticus	40	2	4	
GCA_002214345	Vibrio mediterranei	3	0	0	
GCA_002214395	Vibrio rotiferianus	2	0	4	
GCA_002215135	Vibrio vulnificus	3	0	4	
GCA_002218005	Vibrio algivorus	2	0	4	rbmD
GCA_002220905	Vibrio parahaemolyticus	104	2	4	
GCA_002220915	Vibrio parahaemolyticus	37	2	4	
GCA_002220925	Vibrio parahaemolyticus	26	2	4	
GCA_002220935	Vibrio parahaemolyticus	42	2	4	
GCA_002220985	Vibrio parahaemolyticus	2	2	4	
GCA_002220995	Vibrio parahaemolyticus	79	2	4	
GCA_002221005	Vibrio parahaemolyticus	44	2	4	
GCA_002221015	Vibrio parahaemolyticus	63	2	4	
GCA_002221065	Vibrio parahaemolyticus	32	0	4	
GCA_002221075	Vibrio parahaemolyticus	82	0	4	
GCA_002221085	Vibrio parahaemolyticus	51	3	4	
GCA_002221145	Vibrio parahaemolyticus	41	0	4	
GCA_002221165	Vibrio parahaemolyticus	180	0	4	
GCA_002221175	Vibrio parahaemolyticus	60	0	4	
GCA_002221185	Vibrio parahaemolyticus	47	0	4	
GCA_002221225	Vibrio parahaemolyticus	47	0	4	
GCA_002221245	Vibrio parahaemolyticus	27	3	4	
GCA_002221265	Vibrio parahaemolyticus	58	3	4	
GCA_002221285	Vibrio parahaemolyticus	38	0	4	
GCA_002221305	Vibrio parahaemolyticus	52	0	4	
GCA_002221325	Vibrio parahaemolyticus	180	0	4	
GCA_002221345	Vibrio parahaemolyticus	55	2	4	
GCA_002221365	Vibrio parahaemolyticus	45	2	4	
GCA_002221385	Vibrio parahaemolyticus	43	2	4	
GCA_002221395	Vibrio parahaemolyticus	36	2	4	
GCA_002221425	Vibrio parahaemolyticus	43	3	4	
GCA_002224265	Vibrio vulnificus	2	0	4	
GCA_002238235	Vibrio parahaemolyticus	76	0	4	
GCA_002251505	Vibrio parahaemolyticus	152	2	4	
GCA_002251555	Vibrio parahaemolyticus	117	0	0	
GCA_002265325	Vibrio vulnificus	136	2	4	
GCA_002265345	Vibrio vulnificus	128	2	4	
GCA_002278415	Vibrio vulnificus	149	2	4	
GCA_002278435	Vibrio vulnificus	154	2	4	
GCA_002278445	Vibrio vulnificus	134	0	4	
GCA_002278455	Vibrio vulnificus	240	2	4	
GCA_002278495	Vibrio vulnificus	128	0	4	
GCA_002278505	Vibrio vulnificus	142	0	4	
GCA_002278535	Vibrio vulnificus	153	0	4	
GCA_002278545	Vibrio vulnificus	136	0	4	
GCA_002284515	Vibrio vulnificus	125	2	4	
GCA_002287295	Vibrio vulnificus	152	2	4	
GCA_002290005	Vibrio jasicida	115	0	4	
GCA_002342735	Vibrio sp002342735	445	0	0	
GCA_002358135	Vibrio mediterranei	69	2	1	
GCA_002494385	Vibrio vulnificus	115	2	4	
GCA_002504185	Vibrio parahaemolyticus	2	0	4	
GCA_002700025	Vibrio lentus	35	0	0	
GCA_002737025	Vibrio splendidus	65	2	2	
GCA_002741985	Vibrio rotiferianus	111	0	4	
GCA_002775145	Vibrio parahaemolyticus	37	0	4	
GCA_002796765	Vibrio fluvialis	76	0	4	
GCA_002803235	Vibrio parahaemolyticus	300	0	4	
GCA_002807115	Vibrio parahaemolyticus	76	0	4	
GCA_002835515	Vibrio penaeicida	71	1	4	
GCA_002850295	Vibrio harveyi	4	0	4	
GCA_002850455	Vibrio vulnificus	2	2	4	
GCA_002859065	Vibrio parahaemolyticus	94	0	4	
GCA_002863725	Vibrio vulnificus	3	0	4	
GCA_002864745	Vibrio harveyi	99	0	4	
GCA_002868815	Vibrio diabolicus	725	0	0	
GCA_002872535	Vibrio lentus	12	0	3	rbmD
GCA_002872545	Vibrio crassostreae	195	0	0	
GCA_002872555	Vibrio crassostreae	61	2	2	
GCA_002872565	Vibrio cyclitrophicus	53	0	0	
GCA_002872615	Vibrio lentus	203	0	0	
GCA_002872625	Vibrio cyclitrophicus	181	0	0	
GCA_002872635	Vibrio cyclitrophicus	103	0	0	
GCA_002872645	Vibrio cyclitrophicus	52	0	0	
GCA_002872695	Vibrio cyclitrophicus	458	0	0	
GCA_002872705	Vibrio cyclitrophicus	73	0	0	
GCA_002872735	Vibrio cyclitrophicus	115	0	0	
GCA_002872755	Vibrio cyclitrophicus	81	0	0	
GCA_002872775	Vibrio splendidus	92	0	0	
GCA_002872815	Vibrio cyclitrophicus	94	0	0	
GCA_002872835	Vibrio lentus	210	0	0	
GCA_002872855	Vibrio lentus	246	0	0	
GCA_002872865	Vibrio lentus	185	2	0	
GCA_002872895	Vibrio splendidus	185	0	0	rbmD
GCA_002872925	Vibrio lentus	279	2	2	
GCA_002872955	Vibrio lentus	1250	0	0	
GCA_002873015	Vibrio cyclitrophicus	173	0	0	
GCA_002873045	Vibrio crassostreae	140	2	2	
GCA_002873075	Vibrio lentus	72	0	0	
GCA_002873095	Vibrio cyclitrophicus	65	0	0	
GCA_002873115	Vibrio lentus	196	0	0	
GCA_002873185	Vibrio lentus	224	0	0	
GCA_002873225	Vibrio cyclitrophicus	1220	0	0	
GCA_002873235	Vibrio cyclitrophicus	73	0	0	
GCA_002873265	Vibrio lentus	63	0	0	
GCA_002873285	Vibrio cyclitrophicus	62	0	0	
GCA_002873345	Vibrio cyclitrophicus	64	0	0	
GCA_002873375	Vibrio cyclitrophicus	87	0	0	
GCA_002873405	Vibrio cyclitrophicus	57	0	0	
GCA_002873435	Vibrio breoganii	124	0	0	
GCA_002873475	Vibrio lentus	59	0	0	
GCA_002873485	Vibrio splendidus	217	0	0	
GCA_002873515	Vibrio cyclitrophicus	61	0	0	
GCA_002873525	Vibrio breoganii	172	2	1	
GCA_002873555	Vibrio lentus	215	0	0	
GCA_002873565	Vibrio splendidus	158	0	0	
GCA_002873595	Vibrio breoganii	143	0	0	
GCA_002873645	Vibrio splendidus	171	0	0	
GCA_002873675	Vibrio breoganii	467	0	0	
GCA_002873695	Vibrio splendidus	143	0	0	
GCA_002873715	Vibrio breoganii	153	0	0	
GCA_002873735	Vibrio splendidus	56	0	0	
GCA_002873745	Vibrio cyclitrophicus	65	0	0	
GCA_002873755	Vibrio lentus	12	0	3	rbmD
GCA_002873795	Vibrio lentus	3	0	3	rbmD
GCA_002873815	Vibrio cyclitrophicus	170	0	0	
GCA_002873825	Vibrio cyclitrophicus	88	0	0	
GCA_002873855	Vibrio lentus	6	0	3	rbmD
GCA_002873875	Vibrio lentus	10	0	3	rbmD
GCA_002873895	Vibrio lentus	11	0	3	rbmD
GCA_002873905	Vibrio cyclitrophicus	71	3	2	
GCA_002873935	Vibrio cyclitrophicus	46	0	0	
GCA_002873955	Vibrio lentus	9	0	3	rbmD
GCA_002873965	Vibrio cyclitrophicus	96	0	0	
GCA_002873995	Vibrio lentus	205	0	0	
GCA_002874015	Vibrio cyclitrophicus	68	0	0	
GCA_002874035	Vibrio cyclitrophicus	54	0	0	
GCA_002874055	Vibrio crassostreae	66	1	2	
GCA_002874075	Vibrio lentus	198	0	0	
GCA_002874085	Vibrio lentus	52	0	0	
GCA_002874115	Vibrio lentus	86	0	0	
GCA_002874135	Vibrio lentus	197	0	0	
GCA_002874155	Vibrio lentus	36	0	0	
GCA_002874165	Vibrio lentus	40	0	0	
GCA_002874195	Vibrio crassostreae	571	0	0	
GCA_002874205	Vibrio cyclitrophicus	201	0	0	
GCA_002874235	Vibrio lentus	82	0	0	
GCA_002874245	Vibrio splendidus	251	0	0	rbmD
GCA_002874275	Vibrio lentus	101	0	0	
GCA_002874295	Vibrio breoganii	160	0	0	
GCA_002874305	Vibrio lentus	40	0	3	rbmD
GCA_002874335	Vibrio splendidus	76	0	0	
GCA_002874385	Vibrio cyclitrophicus	57	0	0	
GCA_002874435	Vibrio lentus	50	0	3	rbmD
GCA_002874445	Vibrio lentus	108	0	0	
GCA_002874475	Vibrio breoganii	163	0	0	
GCA_002874485	Vibrio lentus	45	0	0	
GCA_002874515	Vibrio lentus	84	0	0	
GCA_002874555	Vibrio lentus	88	0	0	
GCA_002874615	Vibrio cyclitrophicus	660	0	0	
GCA_002874645	Vibrio breoganii	138	0	0	
GCA_002874655	Vibrio lentus	12	0	3	rbmD
GCA_002874685	Vibrio lentus	17	0	3	rbmD
GCA_002874695	Vibrio lentus	8	0	3	rbmD
GCA_002874725	Vibrio breoganii	954	0	0	
GCA_002874745	Vibrio lentus	795	0	0	rbmD
GCA_002874765	Vibrio cyclitrophicus	56	0	0	
GCA_002874785	Vibrio lentus	9	0	3	rbmD
GCA_002874795	Vibrio splendidus	232	0	0	
GCA_002874845	Vibrio cyclitrophicus	75	0	0	
GCA_002874865	Vibrio lentus	3	0	3	rbmD
GCA_002874875	Vibrio lentus	8	0	3	rbmD
GCA_002874905	Vibrio cyclitrophicus	146	0	0	
GCA_002874925	Vibrio lentus	316	0	0	rbmD
GCA_002874945	Vibrio cyclitrophicus	639	0	0	
GCA_002874975	Vibrio cyclitrophicus	57	0	0	
GCA_002875005	Vibrio splendidus	166	0	0	
GCA_002875015	Vibrio cyclitrophicus	81	0	0	
GCA_002875045	Vibrio splendidus	168	2	1	
GCA_002875065	Vibrio splendidus	170	0	0	
GCA_002875085	Vibrio splendidus	165	0	0	
GCA_002875095	Vibrio splendidus	179	0	0	
GCA_002875125	Vibrio cyclitrophicus	97	0	0	
GCA_002875165	Vibrio breoganii	141	2	1	
GCA_002875185	Vibrio breoganii	136	0	0	
GCA_002875195	Vibrio breoganii	138	3	1	
GCA_002875225	Vibrio splendidus	172	0	0	
GCA_002875235	Vibrio breoganii	173	0	0	
GCA_002875245	Vibrio breoganii	158	0	0	
GCA_002875285	Vibrio breoganii	154	0	0	
GCA_002875305	Vibrio splendidus	94	0	0	
GCA_002875315	Vibrio breoganii	152	0	0	
GCA_002875345	Vibrio splendidus	93	0	0	
GCA_002875355	Vibrio breoganii	121	2	1	
GCA_002875385	Vibrio jasicida	182	0	4	
GCA_002875395	Vibrio splendidus	90	0	2	
GCA_002875425	Vibrio breoganii	134	0	0	
GCA_002875445	Vibrio breoganii	103	0	0	
GCA_002875465	Vibrio cyclitrophicus	56	0	0	
GCA_002875485	Vibrio crassostreae_C	167	0	0	
GCA_002875495	Vibrio splendidus	99	0	0	rbmD
GCA_002875525	Vibrio crassostreae_C	234	0	0	
GCA_002875585	Vibrio splendidus	69	0	0	
GCA_002875625	Vibrio lentus	55	2	1	
GCA_002875665	Vibrio lentus	94	0	0	
GCA_002875715	Vibrio lentus	51	2	1	
GCA_002875745	Vibrio lentus	94	0	0	
GCA_002875755	Vibrio cyclitrophicus	48	0	0	
GCA_002875785	Vibrio lentus	102	0	0	
GCA_002875805	Vibrio lentus	84	0	0	
GCA_002875825	Vibrio lentus	42	0	0	
GCA_002875845	Vibrio lentus	44	0	0	
GCA_002875865	Vibrio lentus	3	0	3	rbmD
GCA_002875915	Vibrio breoganii	149	0	0	
GCA_002875965	Vibrio lentus	47	2	1	
GCA_002875985	Vibrio breoganii	169	0	0	
GCA_002875995	Vibrio echinoideorum	326	2	3	rbmD
GCA_002876025	Vibrio lentus	39	2	1	
GCA_002876045	Vibrio splendidus	77	0	0	
GCA_002876065	Vibrio lentus	200	0	0	
GCA_002876085	Vibrio lentus	51	0	0	
GCA_002876105	Vibrio lentus	260	0	0	rbmD
GCA_002876115	Vibrio breoganii	145	3	1	
GCA_002876125	Vibrio breoganii	141	0	0	
GCA_002876165	Vibrio breoganii	169	0	0	
GCA_002876185	Vibrio crassostreae_C	181	2	2	
GCA_002876195	Vibrio breoganii	160	2	1	
GCA_002876225	Vibrio lentus	47	0	3	rbmD
GCA_002876255	Vibrio lentus	100	0	0	
GCA_002876285	Vibrio lentus	94	0	0	
GCA_002876295	Vibrio breoganii	149	0	0	
GCA_002876325	Vibrio chagasii	1445	0	0	
GCA_002876365	Vibrio lentus	54	0	0	
GCA_002876375	Vibrio breoganii	110	0	0	
GCA_002876405	Vibrio lentus	48	0	0	
GCA_002876415	Vibrio lentus	86	0	0	
GCA_002876425	Vibrio cyclitrophicus	47	3	1	
GCA_002876465	Vibrio splendidus	162	0	0	
GCA_002876495	Vibrio breoganii	141	0	0	
GCA_002876525	Vibrio cyclitrophicus	110	0	0	
GCA_002876535	Vibrio breoganii	137	0	0	
GCA_002876565	Vibrio splendidus	62	0	2	
GCA_002876575	Vibrio breoganii	142	0	0	
GCA_002876585	Vibrio breoganii	127	0	0	
GCA_002876625	Vibrio breoganii	74	0	0	
GCA_002876645	Vibrio splendidus	103	2	2	
GCA_002876665	Vibrio crassostreae_C	171	0	0	
GCA_002876675	Vibrio crassostreae_C	150	2	2	
GCA_002876715	Vibrio breoganii	167	2	1	
GCA_002876745	Vibrio splendidus	328	0	0	
GCA_002876765	Vibrio breoganii	157	0	0	
GCA_002876785	Vibrio splendidus	289	0	0	
GCA_002876795	Vibrio lentus	115	0	0	
GCA_002876825	Vibrio splendidus	113	0	0	
GCA_002876845	Vibrio lentus	41	0	0	
GCA_002876855	Vibrio breoganii	149	0	0	
GCA_002876865	Vibrio kanaloae	140	2	0	
GCA_002876905	Vibrio splendidus	251	0	0	rbmD
GCA_002876945	Vibrio splendidus	10	0	0	rbmD
GCA_002876965	Vibrio breoganii	184	2	1	
GCA_002876975	Vibrio breoganii	138	0	0	
GCA_002877005	Vibrio lentus	5	0	3	rbmD
GCA_002877045	Vibrio breoganii	183	0	0	
GCA_002877065	Vibrio lentus	9	0	3	rbmD
GCA_002877085	Vibrio breoganii	177	0	0	
GCA_002877105	Vibrio breoganii	143	0	0	
GCA_002877115	Vibrio lentus	37	0	0	
GCA_002877145	Vibrio breoganii	143	0	0	
GCA_002877155	Vibrio crassostreae_C	103	0	4	
GCA_002877185	Vibrio breoganii	140	0	0	
GCA_002877225	Vibrio splendidus	122	1	1	
GCA_002877235	Vibrio lentus	78	0	0	
GCA_002877245	Vibrio crassostreae_C	175	0	0	
GCA_002877285	Vibrio breoganii	152	0	0	
GCA_002877305	Vibrio breoganii	263	0	0	
GCA_002877315	Vibrio splendidus	169	0	0	
GCA_002877375	Vibrio cyclitrophicus	82	0	0	
GCA_002877405	Vibrio cyclitrophicus	87	0	0	
GCA_002877415	Vibrio lentus	142	0	0	
GCA_002877445	Vibrio lentus	168	0	0	
GCA_002877465	Vibrio cyclitrophicus	75	0	0	
GCA_002877485	Vibrio lentus	48	2	1	
GCA_002877505	Vibrio cyclitrophicus	68	0	0	
GCA_002877525	Vibrio splendidus	861	0	0	
GCA_002877535	Vibrio lentus	109	0	0	
GCA_002877545	Vibrio breoganii	159	0	0	
GCA_002877585	Vibrio cyclitrophicus	102	0	0	
GCA_002877605	Vibrio lentus	3	0	3	rbmD
GCA_002877625	Vibrio cyclitrophicus	79	0	0	
GCA_002877645	Vibrio lentus	48	0	3	rbmD
GCA_002877655	Vibrio breoganii	133	0	0	
GCA_002877685	Vibrio breoganii	134	0	0	
GCA_002877705	Vibrio cyclitrophicus	57	0	0	
GCA_002877725	Vibrio lentus	79	0	0	
GCA_002877735	Vibrio crassostreae_C	143	0	0	
GCA_002877745	Vibrio cyclitrophicus	215	0	0	
GCA_002878515	Vibrio lentus	166	0	0	
GCA_002878535	Vibrio breoganii	140	0	0	
GCA_002878555	Vibrio splendidus	93	0	0	
GCA_002878605	Vibrio lentus	4	0	3	rbmD
GCA_002878635	Vibrio lentus	286	0	0	
GCA_002880015	Vibrio parahaemolyticus	97	0	4	
GCA_002880025	Vibrio parahaemolyticus	107	0	4	
GCA_002880035	Vibrio parahaemolyticus	71	0	4	
GCA_002880075	Vibrio parahaemolyticus	101	0	4	
GCA_002880085	Vibrio parahaemolyticus	88	0	4	
GCA_002880095	Vibrio parahaemolyticus	64	0	4	
GCA_002880135	Vibrio parahaemolyticus	102	0	4	
GCA_002880155	Vibrio parahaemolyticus	92	0	4	
GCA_002880175	Vibrio parahaemolyticus	76	0	4	
GCA_002880195	Vibrio parahaemolyticus	96	0	4	
GCA_002880215	Vibrio parahaemolyticus	68	0	4	
GCA_002880225	Vibrio parahaemolyticus	96	0	4	
GCA_002880255	Vibrio parahaemolyticus	86	0	4	
GCA_002880275	Vibrio parahaemolyticus	74	0	4	
GCA_002880295	Vibrio parahaemolyticus	79	0	4	
GCA_002880315	Vibrio parahaemolyticus	115	0	4	
GCA_002880335	Vibrio parahaemolyticus	52	0	4	
GCA_002880355	Vibrio parahaemolyticus	94	0	4	
GCA_002880375	Vibrio parahaemolyticus	103	0	4	
GCA_002880385	Vibrio parahaemolyticus	73	0	4	
GCA_002880415	Vibrio parahaemolyticus	60	0	4	
GCA_002880435	Vibrio parahaemolyticus	41	0	4	
GCA_002880455	Vibrio parahaemolyticus	81	0	4	
GCA_002880475	Vibrio parahaemolyticus	42	0	4	
GCA_002880495	Vibrio parahaemolyticus	103	0	4	
GCA_002880505	Vibrio parahaemolyticus	40	0	4	
GCA_002880535	Vibrio parahaemolyticus	74	0	4	
GCA_002880555	Vibrio parahaemolyticus	112	0	4	
GCA_002880575	Vibrio parahaemolyticus	89	0	4	
GCA_002880595	Vibrio parahaemolyticus	74	0	4	
GCA_002887545	Vibrio parahaemolyticus	44	0	4	
GCA_002887615	Vibrio jasicida	2	0	4	
GCA_002887655	Vibrio owensii	3	0	4	
GCA_002891685	Vibrio vulnificus	251	2	4	
GCA_002891755	Vibrio vulnificus	550	0	4	
GCA_002891785	Vibrio vulnificus	10	0	4	
GCA_002891805	Vibrio vulnificus	12	0	4	
GCA_002892625	Vibrio vulnificus	443	0	4	
GCA_002892785	Vibrio plantisponsor	37	0	4	rbmD
GCA_002892885	Vibrio diazotrophicus	49	1	4	
GCA_002892905	Vibrio diazotrophicus	40	0	4	
GCA_002892925	Vibrio diazotrophicus	54	0	4	
GCA_002892945	Vibrio diazotrophicus	42	0	4	
GCA_002892965	Vibrio diazotrophicus	77	0	0	
GCA_002893865	Vibrio campbellii	4	0	4	
GCA_002903205	Vibrio vulnificus	414	0	4	
GCA_002903245	Vibrio vulnificus	188	0	4	
GCA_002903265	Vibrio vulnificus	321	0	4	
GCA_002903285	Vibrio vulnificus	165	0	4	
GCA_002903325	Vibrio vulnificus	83	0	4	
GCA_002903345	Vibrio vulnificus	168	0	4	
GCA_002903365	Vibrio vulnificus	424	0	4	
GCA_002903395	Vibrio vulnificus	107	0	4	
GCA_002903415	Vibrio vulnificus	142	2	4	
GCA_002903465	Vibrio vulnificus	110	1	4	
GCA_002903505	Vibrio vulnificus	170	2	4	
GCA_002903525	Vibrio vulnificus	248	0	4	
GCA_002903545	Vibrio vulnificus	426	2	4	
GCA_002903555	Vibrio vulnificus	120	2	4	
GCA_002903585	Vibrio vulnificus	293	0	4	
GCA_002903605	Vibrio vulnificus	237	0	4	
GCA_002903625	Vibrio vulnificus	171	2	4	
GCA_002903635	Vibrio vulnificus	421	0	4	
GCA_002903645	Vibrio vulnificus	138	0	4	rbmEF
GCA_002903695	Vibrio vulnificus	185	0	4	
