qname	tname	num_alns	pid	qcov	tcov
GCA_006802865.1_86_58365-112165	GCA_006802595.1_90_50942-110938	10	98.09	72.56	65.14
GCA_006802865.1_86_58365-112165	GCA_006802475.1_26_3-21669	5	98.19	40.22	100.0
GCA_006802865.1_86_58365-112165	GCA_006802275.1_45_165-20970	3	98.27	39.23	100.0
GCA_006802865.1_86_58365-112165	GCA_006802915.1_4_1-20316	5	98.21	37.76	100.0
GCA_006802865.1_86_58365-112165	GCA_006802345.1_73_44-49794	9	97.91	74.68	80.83
GCA_006802865.1_86_58365-112165	GCA_006802655.1_146_48499-85697	9	98.02	42.32	61.31
GCA_006802865.1_86_58365-112165	GCA_006803135.1_89_435-42498	6	97.59	71.81	91.84
GCA_006802865.1_86_58365-112165	GCA_006802575.1_169_256-36109	8	97.97	40.42	60.69
GCA_006802865.1_86_58365-112165	GCA_006802605.1_6_43-26345	5	97.89	37.74	77.17
GCA_006802865.1_86_58365-112165	GCA_000174235.1_4_679590-760459	15	97.28	67.82	48.04
GCA_006802865.1_86_58365-112165	GCA_000518145.1_12_3-61424	9	97.66	44.88	39.36
GCA_006802865.1_86_58365-112165	GCA_008084825.1_48_274300-312356	6	98.26	40.22	56.13
GCA_006802865.1_86_58365-112165	GCA_003349315.1_1_1-20028	1	97.92	37.23	100.0
GCA_006802865.1_86_58365-112165	GCA_008083975.1_34_193103-213681	3	98.36	36.9	95.59
GCA_006802865.1_86_58365-112165	GCA_008084455.1_31_215426-283013	7	97.86	44.35	34.87
GCA_006802865.1_86_58365-112165	GCA_003348545.1_34_456-30917	4	98.3	38.81	67.61
GCA_006802865.1_86_58365-112165	GCA_008084855.1_11_466-72979	7	97.85	44.47	32.6
GCA_006802865.1_86_58365-112165	GCA_002097735.1_119_163-20636	3	97.97	36.9	96.07
GCA_006802865.1_86_58365-112165	GCA_006803015.1_171_174-18850	2	97.98	34.92	100.0
GCA_006802865.1_86_58365-112165	GCA_000152445.1_22_543016-617581	10	97.6	64.28	45.99
GCA_006802865.1_86_58365-112165	GCA_008085635.1_11_218669-290472	10	98.16	52.82	39.62
GCA_006802865.1_86_58365-112165	GCA_017426785.1_13_229-59908	11	97.68	68.44	61.6
GCA_006802865.1_86_58365-112165	GCA_021166995.1_223_56027-100933	7	97.63	68.95	82.59
GCA_006802865.1_86_58365-112165	GCA_006802075.1_84_257554-307626	8	97.65	69.32	74.45
GCA_006802865.1_86_58365-112165	GCA_021166915.1_111_49308-92757	10	97.86	44.25	54.84
GCA_006802865.1_86_58365-112165	GCA_003348735.1_7_18492-90684	7	98.22	44.51	32.77
GCA_006802865.1_86_58365-112165	GCA_000176715.1_9_60706-133991	8	97.42	39.78	28.99
GCA_006802865.1_86_58365-112165	GCA_005636045.1_14_2-48329	4	97.89	55.73	61.37
GCA_006802865.1_86_58365-112165	GCA_008083965.1_17_247490-352138	9	97.72	62.53	31.85
GCA_006802865.1_86_58365-112165	GCA_001718105.1_13_3-65679	8	97.92	39.17	31.81
GCA_006802865.1_86_58365-112165	GCA_008083535.1_10_145896-212356	8	97.55	39.29	31.55
GCA_006802865.1_86_58365-112165	GCA_003312085.1_8_187662-228243	6	98.08	34.49	44.99
GCA_006802865.1_86_58365-112165	GCA_017426915.1_37_353014-415942	7	97.67	43.4	36.65
GCA_006802865.1_86_58365-112165	GCA_001402685.1_78_2228-104566	9	97.07	68.84	36.06
GCA_006802865.1_86_58365-112165	GCA_006803115.1_114_2-22835	3	98.19	31.79	73.52
GCA_006802865.1_86_58365-112165	GCA_001515165.1_1_62-76095	8	97.55	43.68	30.49
GCA_006802865.1_86_58365-112165	GCA_013110975.1_11_34-69935	9	97.19	62.55	48.02
GCA_006802865.1_86_58365-112165	GCA_008083455.1_7_392948-468056	9	97.39	43.74	31.11
GCA_006802865.1_86_58365-112165	GCA_006803125.1_140_217-42928	5	97.79	55.35	69.29
GCA_006802865.1_86_58365-112165	GCA_017426965.1_65_102-245094	11	97.58	68.12	15.54
GCA_006802865.1_86_58365-112165	GCA_000279265.1_3_430487-493623	7	97.65	39.16	32.9
GCA_006802865.1_86_58365-112165	GCA_002114205.1_2_53539-106543	7	97.65	43.37	43.47
GCA_006802865.1_86_58365-112165	GCA_001515115.1_2_43814-162281	9	97.8	71.31	32.71
GCA_006802865.1_86_58365-112165	GCA_008084025.1_50_391-65479	9	97.38	43.74	35.9
GCA_006802865.1_86_58365-112165	GCA_003348985.1_4_25519-95008	8	97.7	39.08	30.03
GCA_006802865.1_86_58365-112165	GCA_000168935.3_2_609838-686526	10	97.59	62.56	43.89
GCA_006802865.1_86_58365-112165	GCA_000279285.1_27_561148-659761	9	97.25	58.89	32.07
GCA_006802865.1_86_58365-112165	GCA_013111295.1_17_211-56910	6	97.93	68.02	64.0
GCA_006802865.1_86_58365-112165	GCA_002284235.1_83_368-75275	7	97.43	39.04	27.65
GCA_006802865.1_86_58365-112165	GCA_019458465.1_2_660687-727625	7	97.49	39.24	31.13
GCA_006802865.1_86_58365-112165	GCA_008085625.1_37_28233-92903	7	97.71	38.74	31.78
GCA_006802865.1_86_58365-112165	GCA_013111195.1_37_3-42974	5	97.35	56.13	69.54
GCA_006802865.1_86_58365-112165	GCA_019793275.1_19_283586-346134	7	97.49	39.29	33.32
GCA_006802865.1_86_58365-112165	GCA_008083255.1_9_1520-83773	8	97.86	51.47	33.53
GCA_006802865.1_86_58365-112165	GCA_008085575.1_33_1-58089	8	97.55	43.63	39.88
GCA_006802865.1_86_58365-112165	GCA_000788675.1_30_3-53246	11	97.72	58.52	58.55
GCA_006802865.1_86_58365-112165	GCA_013357885.1_2_844226-931927	9	97.4	62.51	38.13
GCA_006802865.1_86_58365-112165	GCA_006802485.1_133_701-58153	7	97.56	43.61	40.33
GCA_006802865.1_86_58365-112165	GCA_001402425.1_8_259547-342567	8	97.52	62.97	40.46
GCA_006802865.1_86_58365-112165	GCA_902810005.1_5_147023-196736	8	97.99	51.06	54.63
GCA_006802865.1_86_58365-112165	GCA_002890525.1_20_188736-246971	7	97.72	38.83	35.37
GCA_006802865.1_86_58365-112165	GCA_001857155.1_154_368-57764	7	97.43	39.11	36.19
GCA_006802865.1_86_58365-112165	GCA_000176215.1_3_368381-428089	7	97.59	38.89	34.6
GCA_006802865.1_86_58365-112165	GCA_021228575.1_3_94666-156569	7	97.53	39.12	33.51
GCA_006802865.1_86_58365-112165	GCA_006802395.1_184_1-36213	6	97.92	39.11	57.28
GCA_006802865.1_86_58365-112165	GCA_017426985.1_67_149609-215499	8	97.52	64.92	52.59
GCA_006802865.1_86_58365-112165	GCA_002284395.1_23_3-59781	5	97.5	55.76	49.62
GCA_006802865.1_86_58365-112165	GCA_014654545.1_66_155337-232614	10	97.67	69.17	48.03
GCA_006802865.1_86_58365-112165	GCA_003057035.1_1_263738-394363	9	97.72	71.31	29.66
GCA_006802865.1_86_58365-112165	GCA_001292785.1_131_54-22796	3	98.19	31.3	73.22
GCA_006802865.1_86_58365-112165	GCA_008083365.1_32_12090-121529	8	97.91	77.09	37.8
GCA_006802865.1_86_58365-112165	GCA_008083955.1_7_16201-70846	3	97.9	31.79	30.71
GCA_006802865.1_86_58365-112165	GCA_001857305.1_87_57710-122574	7	97.31	38.93	31.84
GCA_006802865.1_86_58365-112165	GCA_003311885.1_17_97576-166595	10	96.9	61.43	47.8
GCA_006802865.1_86_58365-112165	GCA_001857455.1_76_273806-296975	3	97.77	33.83	77.25
GCA_006802865.1_86_58365-112165	GCA_001857345.1_161_55913-123302	7	97.3	38.85	30.6
GCA_006802865.1_86_58365-112165	GCA_008084655.1_22_573669-672062	9	97.63	68.23	37.2
GCA_006802865.1_86_58365-112165	GCA_003056995.1_2_137927-242490	8	97.47	64.29	32.8
GCA_006802865.1_86_58365-112165	GCA_006802155.1_89_148-87733	10	97.35	43.61	26.64
GCA_006802865.1_86_58365-112165	GCA_001743085.1_93_56874-131989	7	97.37	38.68	27.35
GCA_006802865.1_86_58365-112165	GCA_003347755.1_3_262447-335054	9	97.53	64.48	47.7
GCA_006802865.1_86_58365-112165	GCA_015343015.1_113_82762-137762	6	96.32	38.73	37.57
GCA_006802865.1_86_58365-112165	GCA_008083415.1_14_340300-393490	7	97.61	38.69	38.59
GCA_006802865.1_86_58365-112165	GCA_003347715.1_44_507646-603903	9	97.19	64.49	35.96
GCA_006802865.1_86_58365-112165	GCA_017426905.1_21_499-19971	3	97.74	31.77	86.13
GCA_006802865.1_86_58365-112165	GCA_008085535.1_18_239923-306318	8	97.1	45.51	36.4
GCA_006802865.1_86_58365-112165	GCA_000302965.1_59_257217-301829	7	97.89	39.79	47.33
GCA_006802865.1_86_58365-112165	GCA_003311895.1_83_3-23299	3	97.76	31.76	71.98
GCA_006802865.1_86_58365-112165	GCA_008369605.1_2_349652-406555	7	97.35	38.78	36.15
GCA_006802865.1_86_58365-112165	GCA_008084835.1_42_175137-219223	6	97.68	34.45	41.36
GCA_006802865.1_86_58365-112165	GCA_001402675.1_4_217771-307261	10	97.42	64.58	38.88
GCA_006802865.1_86_58365-112165	GCA_000174115.1_4_690852-779483	10	96.89	59.0	36.26
GCA_006802865.1_86_58365-112165	GCA_006802365.1_179_433-17757	2	97.99	31.19	96.09
GCA_006802865.1_86_58365-112165	GCA_006802495.1_160_470862-510741	6	97.65	34.51	45.84
GCA_006802865.1_86_58365-112165	GCA_000969265.1_1_296392-371313	6	97.18	56.46	40.08
GCA_006802865.1_86_58365-112165	GCA_002216685.1_2_711848-810357	10	96.61	63.77	34.76
GCA_006802865.1_86_58365-112165	GCA_001402155.1_2_258-83882	10	97.21	68.18	43.79
GCA_006802865.1_86_58365-112165	GCA_001558475.2_1_32034-96768	7	97.31	38.77	31.77
GCA_006802865.1_86_58365-112165	GCA_001402365.1_21_327394-350139	3	97.86	31.29	73.19
GCA_006802865.1_86_58365-112165	GCA_008083465.1_12_79396-148138	7	96.99	43.32	33.49
GCA_006802865.1_86_58365-112165	GCA_006802935.1_159_327-40946	4	97.3	54.94	72.33
GCA_006802865.1_86_58365-112165	GCA_024746925.1_93_377-24097	3	97.81	31.11	69.75
GCA_006802865.1_86_58365-112165	GCA_006802685.1_549_1-21523	3	97.49	36.17	88.93
GCA_006802865.1_86_58365-112165	GCA_008083745.1_43_141674-221498	8	96.78	39.23	26.24
GCA_006802865.1_86_58365-112165	GCA_000338875.1_34_202-75385	7	96.91	56.74	40.12
GCA_006802865.1_86_58365-112165	GCA_018310255.1_2_258032-338615	10	97.18	63.05	41.98
GCA_006802865.1_86_58365-112165	GCA_000473825.1_172_125-37707	6	96.36	56.1	79.63
GCA_006802865.1_86_58365-112165	GCA_000473785.1_173_120-37698	6	96.35	56.1	79.63
GCA_006802865.1_86_58365-112165	GCA_003311755.1_88_240-30486	7	97.63	34.56	60.5
GCA_006802865.1_86_58365-112165	GCA_003311865.1_56_2-23938	4	97.77	31.68	69.85
GCA_006802865.1_86_58365-112165	GCA_003312035.1_14_32595-95281	8	97.35	38.86	32.88
GCA_006802865.1_86_58365-112165	GCA_014281135.1_13_457-15519	1	98.51	28.0	100.0
GCA_006802865.1_86_58365-112165	GCA_002241275.1_79_669-19688	3	94.13	31.89	88.55
GCA_006802865.1_86_58365-112165	GCA_001989755.2_47_8-41334	5	94.79	56.11	72.29
GCA_006802865.1_86_58365-112165	GCA_001990085.2_61_8-43102	5	94.78	56.11	69.33
GCA_006802865.1_86_58365-112165	GCA_024748415.1_32_229720-309677	7	94.36	58.51	39.13
GCA_006802865.1_86_58365-112165	GCA_000176455.1_24_1-38265	4	97.22	30.21	41.57
GCA_006802865.1_86_58365-112165	GCA_016456855.1_328_20640-114820	11	97.6	63.05	35.94
GCA_006802865.1_86_58365-112165	GCA_003716505.1_2_479340-595857	10	97.68	62.93	28.97
GCA_006802865.1_86_58365-112165	GCA_008084795.1_2_160-84330	11	97.43	64.85	41.53
GCA_006802865.1_86_58365-112165	GCA_003312005.1_146_108-43010	5	97.02	52.92	65.98
GCA_006802865.1_86_58365-112165	GCA_003716425.1_2_1141978-1163292	2	98.0	27.71	69.93
GCA_006802865.1_86_58365-112165	GCA_017427005.1_45_239380-294381	9	97.82	66.1	64.29
GCA_006802865.1_86_58365-112165	GCA_002284425.1_70_1-31123	2	98.09	38.95	67.32
GCA_006802865.1_86_58365-112165	GCA_008083355.1_69_1-10770	1	98.14	18.64	93.01
GCA_006802865.1_86_58365-112165	GCA_003347725.1_87_2-48665	8	97.8	38.62	42.11
GCA_006802865.1_86_58365-112165	GCA_019504425.1_2_377785-479613	11	96.7	63.99	33.75
GCA_006802865.1_86_58365-112165	GCA_013414365.1_85_57226-136396	10	97.31	36.71	24.59
GCA_006802865.1_86_58365-112165	GCA_003349725.1_379_1-9553	1	97.97	17.75	99.97
GCA_006802915.1_4_1-20316	GCA_006802555.1_62_3-49700	5	98.85	99.91	40.84
GCA_006802915.1_4_1-20316	GCA_006803025.1_186_494-68331	5	98.69	100.0	29.97
GCA_006802915.1_4_1-20316	GCA_006802475.1_26_3-21669	5	98.41	100.0	93.87
GCA_006802915.1_4_1-20316	GCA_006802255.1_97_240-42376	5	98.43	100.0	48.22
GCA_006802915.1_4_1-20316	GCA_006802165.1_102_918-55522	5	98.36	100.0	37.21
GCA_006802915.1_4_1-20316	GCA_006803105.1_92_74918-117126	5	98.34	100.0	48.2
GCA_006802915.1_4_1-20316	GCA_003348095.1_58_51708-123894	5	98.26	100.0	28.14
GCA_006802915.1_4_1-20316	GCA_006802865.1_86_58365-112165	5	98.21	100.0	37.76
GCA_006802915.1_4_1-20316	GCA_006802295.1_26_349-27343	5	98.09	100.0	75.21
GCA_006802915.1_4_1-20316	GCA_006803005.1_10_112-28147	5	98.29	95.15	68.98
GCA_006802915.1_4_1-20316	GCA_006802275.1_45_165-20970	3	98.3	96.85	93.11
GCA_006802915.1_4_1-20316	GCA_024745065.1_41_90-62542	3	98.34	96.05	30.74
GCA_006802915.1_4_1-20316	GCA_003348545.1_34_456-30917	3	98.3	93.92	61.65
GCA_006802915.1_4_1-20316	GCA_006803015.1_171_174-18850	2	98.47	92.48	100.0
GCA_006802915.1_4_1-20316	GCA_008084455.1_31_215426-283013	3	98.12	94.34	27.88
GCA_006802915.1_4_1-20316	GCA_008084855.1_11_466-72979	3	98.04	94.03	25.91
GCA_006802915.1_4_1-20316	GCA_003349265.1_79_1-37777	3	98.06	93.92	49.71
GCA_006802915.1_4_1-20316	GCA_013111105.1_61_176-24543	5	97.94	92.42	77.08
GCA_006802915.1_4_1-20316	GCA_008084825.1_48_274300-312356	3	98.02	93.92	49.33
GCA_006802915.1_4_1-20316	GCA_008083975.1_34_193103-213681	3	98.22	92.76	90.67
GCA_006802915.1_4_1-20316	GCA_006802575.1_169_256-36109	5	98.51	90.06	51.02
GCA_006802915.1_4_1-20316	GCA_002097735.1_119_163-20636	3	97.99	92.76	91.13
GCA_006802915.1_4_1-20316	GCA_000174235.1_4_679590-760459	5	98.32	89.81	22.57
GCA_006802915.1_4_1-20316	GCA_000518145.1_12_3-61424	5	98.31	89.81	29.72
GCA_006802915.1_4_1-20316	GCA_006802345.1_73_44-49794	6	98.16	100.0	40.86
GCA_006802915.1_4_1-20316	GCA_006803135.1_89_435-42498	6	98.13	100.0	48.33
GCA_006802915.1_4_1-20316	GCA_006802595.1_90_50942-110938	5	98.12	90.07	30.51
GCA_006802915.1_4_1-20316	GCA_006802655.1_146_48499-85697	6	98.1	94.64	51.75
GCA_006802915.1_4_1-20316	GCA_006802605.1_6_43-26345	5	98.03	90.06	69.56
GCA_006802915.1_4_1-20316	GCA_000152445.1_22_543016-617581	4	98.25	94.21	25.25
GCA_006802915.1_4_1-20316	GCA_017426785.1_13_229-59908	4	98.08	88.07	29.77
GCA_006802915.1_4_1-20316	GCA_003348735.1_7_18492-90684	3	98.38	88.51	24.48
GCA_006802915.1_4_1-20316	GCA_000176715.1_9_60706-133991	3	97.95	86.29	23.53
GCA_006802915.1_4_1-20316	GCA_003312085.1_8_187662-228243	3	98.21	84.27	41.42
GCA_006802915.1_4_1-20316	GCA_008083965.1_17_247490-352138	3	98.19	86.15	16.42
GCA_006802915.1_4_1-20316	GCA_002890525.1_20_188736-246971	3	98.17	84.15	28.82
GCA_006802915.1_4_1-20316	GCA_005636045.1_14_2-48329	3	98.02	84.44	34.85
GCA_006802915.1_4_1-20316	GCA_001718105.1_13_3-65679	3	98.11	84.15	25.56
GCA_006802915.1_4_1-20316	GCA_008084025.1_50_391-65479	5	97.89	86.14	26.61
GCA_006802915.1_4_1-20316	GCA_006802485.1_133_701-58153	3	98.14	86.14	29.92
GCA_006802915.1_4_1-20316	GCA_001402685.1_78_2228-104566	3	97.82	84.85	16.55
GCA_006802915.1_4_1-20316	GCA_001402425.1_8_259547-342567	3	98.14	86.14	20.71
GCA_006802915.1_4_1-20316	GCA_000279285.1_27_561148-659761	3	98.1	84.01	17.0
GCA_006802915.1_4_1-20316	GCA_021228575.1_3_94666-156569	3	98.23	83.7	26.96
GCA_006802915.1_4_1-20316	GCA_001515165.1_1_62-76095	4	98.05	85.92	22.55
GCA_006802915.1_4_1-20316	GCA_902810005.1_5_147023-196736	3	98.04	84.27	33.79
GCA_006802915.1_4_1-20316	GCA_008083455.1_7_392948-468056	5	97.9	86.14	23.05
GCA_006802915.1_4_1-20316	GCA_014654545.1_66_155337-232614	4	98.16	85.66	22.12
GCA_006802915.1_4_1-20316	GCA_008083535.1_10_145896-212356	3	98.03	84.16	25.26
GCA_006802915.1_4_1-20316	GCA_001857455.1_76_273806-296975	4	98.11	86.15	74.26
GCA_006802915.1_4_1-20316	GCA_013111195.1_37_3-42974	3	98.0	84.33	39.15
GCA_006802915.1_4_1-20316	GCA_002284235.1_83_368-75275	3	98.02	84.12	22.4
GCA_006802915.1_4_1-20316	GCA_002114205.1_2_53539-106543	3	98.09	86.15	32.43
GCA_006802915.1_4_1-20316	GCA_006803115.1_114_2-22835	3	98.02	84.15	73.52
GCA_006802915.1_4_1-20316	GCA_006802365.1_179_433-17757	2	98.3	82.54	96.09
GCA_006802915.1_4_1-20316	GCA_006802395.1_184_1-36213	3	98.05	86.14	47.46
GCA_006802915.1_4_1-20316	GCA_001857305.1_87_57710-122574	3	98.0	84.16	25.88
GCA_006802915.1_4_1-20316	GCA_000168935.3_2_609838-686526	3	98.06	86.14	22.42
GCA_006802915.1_4_1-20316	GCA_013110975.1_11_34-69935	3	97.98	84.16	24.01
GCA_006802915.1_4_1-20316	GCA_003056995.1_2_137927-242490	3	98.22	83.51	15.94
GCA_006802915.1_4_1-20316	GCA_017426985.1_67_149609-215499	3	98.11	83.79	25.38
GCA_006802915.1_4_1-20316	GCA_000788675.1_30_3-53246	3	97.96	84.13	31.52
GCA_006802915.1_4_1-20316	GCA_017426915.1_37_353014-415942	3	97.82	86.15	27.32
GCA_006802915.1_4_1-20316	GCA_008083415.1_14_340300-393490	3	98.14	83.57	31.36
GCA_006802915.1_4_1-20316	GCA_008085575.1_33_1-58089	4	97.95	85.9	29.5
GCA_006802915.1_4_1-20316	GCA_001857155.1_154_368-57764	3	97.98	84.02	29.23
GCA_006802915.1_4_1-20316	GCA_001515115.1_2_43814-162281	3	97.99	86.14	14.5
GCA_006802915.1_4_1-20316	GCA_013357885.1_2_844226-931927	3	97.95	84.15	19.14
GCA_006802915.1_4_1-20316	GCA_008085625.1_37_28233-92903	3	98.1	83.66	25.8
GCA_006802915.1_4_1-20316	GCA_017426965.1_65_102-245094	3	97.92	84.09	6.85
GCA_006802915.1_4_1-20316	GCA_003348985.1_4_25519-95008	3	97.94	83.94	24.13
GCA_006802915.1_4_1-20316	GCA_000279265.1_3_430487-493623	3	97.91	84.14	26.58
GCA_006802915.1_4_1-20316	GCA_003311895.1_83_3-23299	3	97.91	84.06	71.99
GCA_006802915.1_4_1-20316	GCA_003057035.1_1_263738-394363	3	97.93	86.14	13.16
GCA_006802915.1_4_1-20316	GCA_003311885.1_17_97576-166595	3	97.87	84.06	24.3
GCA_006802915.1_4_1-20316	GCA_019793275.1_19_283586-346134	3	97.86	84.14	26.83
GCA_006802915.1_4_1-20316	GCA_019458465.1_2_660687-727625	3	97.89	83.99	25.05
GCA_006802915.1_4_1-20316	GCA_015343015.1_113_82762-137762	2	98.08	83.0	30.32
GCA_006802915.1_4_1-20316	GCA_006802495.1_160_470862-510741	3	97.98	83.75	41.9
GCA_006802915.1_4_1-20316	GCA_008083955.1_7_16201-70846	3	97.8	84.15	30.71
GCA_006802915.1_4_1-20316	GCA_006802155.1_89_148-87733	4	97.79	85.89	19.56
GCA_006802915.1_4_1-20316	GCA_008083255.1_9_1520-83773	3	97.84	85.72	20.79
GCA_006802915.1_4_1-20316	GCA_006803125.1_140_217-42928	3	98.09	82.82	38.98
GCA_006802915.1_4_1-20316	GCA_001292785.1_131_54-22796	3	98.08	82.83	73.22
GCA_006802915.1_4_1-20316	GCA_001743085.1_93_56874-131989	3	98.01	83.51	22.2
GCA_006802915.1_4_1-20316	GCA_013111295.1_17_211-56910	3	98.01	85.65	30.12
GCA_006802915.1_4_1-20316	GCA_008083365.1_32_12090-121529	3	97.98	85.65	15.61
GCA_006802915.1_4_1-20316	GCA_001857345.1_161_55913-123302	3	97.84	83.94	24.87
GCA_006802915.1_4_1-20316	GCA_002284395.1_23_3-59781	3	97.78	84.09	28.07
GCA_006802915.1_4_1-20316	GCA_008084655.1_22_573669-672062	3	97.92	83.78	16.98
GCA_006802915.1_4_1-20316	GCA_002216685.1_2_711848-810357	3	97.79	84.03	17.01
GCA_006802915.1_4_1-20316	GCA_001402675.1_4_217771-307261	3	97.89	83.78	18.67
GCA_006802915.1_4_1-20316	GCA_000302965.1_59_257217-301829	3	98.0	85.65	38.31
GCA_006802915.1_4_1-20316	GCA_000176215.1_3_368381-428089	3	97.79	83.95	28.09
GCA_006802915.1_4_1-20316	GCA_017426905.1_21_499-19971	3	97.74	84.09	86.15
GCA_006802915.1_4_1-20316	GCA_008083465.1_12_79396-148138	3	97.86	85.91	24.94
GCA_006802915.1_4_1-20316	GCA_001402155.1_2_258-83882	3	97.87	83.67	19.96
GCA_006802915.1_4_1-20316	GCA_008085535.1_18_239923-306318	3	97.67	84.17	25.29
GCA_006802915.1_4_1-20316	GCA_000174115.1_4_690852-779483	3	97.66	84.18	18.94
GCA_006802915.1_4_1-20316	GCA_003347755.1_3_262447-335054	3	97.9	83.49	22.96
GCA_006802915.1_4_1-20316	GCA_008084835.1_42_175137-219223	3	97.74	84.01	38.0
GCA_006802915.1_4_1-20316	GCA_008369605.1_2_349652-406555	3	97.85	83.66	29.32
GCA_006802915.1_4_1-20316	GCA_000969265.1_1_296392-371313	3	97.63	84.18	22.41
GCA_006802915.1_4_1-20316	GCA_006802935.1_159_327-40946	3	98.1	82.39	40.77
GCA_006802915.1_4_1-20316	GCA_003347715.1_44_507646-603903	3	97.84	83.51	17.32
GCA_006802915.1_4_1-20316	GCA_006802685.1_549_1-21523	3	97.7	86.15	79.87
GCA_006802915.1_4_1-20316	GCA_008083745.1_43_141674-221498	3	97.57	83.98	21.01
GCA_006802915.1_4_1-20316	GCA_000338875.1_34_202-75385	3	97.57	83.95	22.3
GCA_006802915.1_4_1-20316	GCA_001402365.1_21_327394-350139	3	97.79	82.82	73.19
GCA_006802915.1_4_1-20316	GCA_001558475.2_1_32034-96768	3	97.68	83.63	25.77
GCA_006802915.1_4_1-20316	GCA_024746925.1_93_377-24097	3	97.8	82.33	69.75
GCA_006802915.1_4_1-20316	GCA_000473825.1_172_125-37707	3	97.58	82.82	44.29
GCA_006802915.1_4_1-20316	GCA_000473785.1_173_120-37698	3	97.57	82.82	44.3
GCA_006802915.1_4_1-20316	GCA_018310255.1_2_258032-338615	3	97.34	83.69	20.72
GCA_006802915.1_4_1-20316	GCA_021166915.1_111_49308-92757	6	98.71	88.27	41.27
GCA_006802915.1_4_1-20316	GCA_021166995.1_223_56027-100933	5	98.59	93.04	42.15
GCA_006802915.1_4_1-20316	GCA_006802075.1_84_257554-307626	6	98.55	93.04	37.79
GCA_006802915.1_4_1-20316	GCA_003311755.1_88_240-30486	4	97.89	83.86	55.28
GCA_006802915.1_4_1-20316	GCA_003312035.1_14_32595-95281	4	97.81	83.86	26.68
GCA_006802915.1_4_1-20316	GCA_003311865.1_56_2-23938	4	97.8	83.86	69.86
GCA_006802915.1_4_1-20316	GCA_001989755.2_47_8-41334	3	94.26	84.32	40.71
GCA_006802915.1_4_1-20316	GCA_001990085.2_61_8-43102	3	94.25	84.32	39.04
GCA_006802915.1_4_1-20316	GCA_002241275.1_79_669-19688	3	94.23	84.4	88.55
GCA_006802915.1_4_1-20316	GCA_008085635.1_11_218669-290472	6	97.98	89.9	25.45
GCA_006802915.1_4_1-20316	GCA_014281135.1_13_457-15519	1	98.35	69.96	94.28
GCA_006802915.1_4_1-20316	GCA_024748415.1_32_229720-309677	2	93.29	83.69	21.03
GCA_006802915.1_4_1-20316	GCA_000176455.1_24_1-38265	3	97.6	67.73	35.09
GCA_006802915.1_4_1-20316	GCA_003312005.1_146_108-43010	4	97.74	77.04	36.07
GCA_006802915.1_4_1-20316	GCA_003716425.1_2_1141978-1163292	2	98.09	73.38	69.93
GCA_006802915.1_4_1-20316	GCA_003349315.1_1_1-20028	1	98.26	56.97	57.74
GCA_006802915.1_4_1-20316	GCA_017427005.1_45_239380-294381	4	97.94	82.82	30.29
GCA_006802915.1_4_1-20316	GCA_002284205.1_9_165-37332	1	98.27	55.32	30.21
GCA_006802915.1_4_1-20316	GCA_008083355.1_69_1-10770	1	98.08	49.38	93.04
GCA_006802915.1_4_1-20316	GCA_008084795.1_2_160-84330	4	97.48	84.68	20.1
GCA_006802915.1_4_1-20316	GCA_003716505.1_2_479340-595857	4	98.16	85.47	14.63
GCA_006802915.1_4_1-20316	GCA_002284425.1_70_1-31123	1	98.43	47.04	30.7
GCA_006802915.1_4_1-20316	GCA_016456855.1_328_20640-114820	5	97.98	85.11	18.04
GCA_006802915.1_4_1-20316	GCA_013414365.1_85_57226-136396	5	97.72	78.02	19.65
GCA_006802915.1_4_1-20316	GCA_019504425.1_2_377785-479613	4	97.68	85.48	16.75
GCA_006802915.1_4_1-20316	GCA_003347725.1_87_2-48665	4	97.8	83.34	34.18
GCA_006802915.1_4_1-20316	GCA_003349725.1_379_1-9553	1	97.76	47.03	100.0
GCA_006802935.1_159_327-40946	GCA_015343015.1_113_82762-137762	1	98.43	48.72	35.96
GCA_006802935.1_159_327-40946	GCA_008083255.1_9_1520-83773	4	92.34	65.59	32.39
GCA_006802935.1_159_327-40946	GCA_008084835.1_42_175137-219223	4	92.31	65.59	60.42
GCA_006802935.1_159_327-40946	GCA_006802475.1_26_3-21669	3	98.56	40.77	77.31
GCA_006802935.1_159_327-40946	GCA_006803105.1_92_74918-117126	5	98.12	72.31	69.95
GCA_006802935.1_159_327-40946	GCA_006803025.1_186_494-68331	3	98.18	40.77	24.69
GCA_006802935.1_159_327-40946	GCA_003347755.1_3_262447-335054	2	97.48	72.29	40.43
GCA_006802935.1_159_327-40946	GCA_000279265.1_3_430487-493623	1	98.2	40.77	26.23
GCA_006802935.1_159_327-40946	GCA_008085575.1_33_1-58089	1	98.2	40.77	28.51
GCA_006802935.1_159_327-40946	GCA_000302965.1_59_257217-301829	1	98.21	40.74	37.1
GCA_006802935.1_159_327-40946	GCA_008083975.1_34_193103-213681	1	98.19	40.77	80.48
GCA_006802935.1_159_327-40946	GCA_002114205.1_2_53539-106543	1	98.19	40.77	31.25
GCA_006802935.1_159_327-40946	GCA_008084455.1_31_215426-283013	1	98.19	40.77	24.5
GCA_006802935.1_159_327-40946	GCA_006802485.1_133_701-58153	1	98.18	40.77	28.82
GCA_006802935.1_159_327-40946	GCA_021228575.1_3_94666-156569	1	98.17	40.78	26.75
